"","name","gender","eye_color","race","hair_color","height","publisher","alignment","weight","imc","categoria_imc","agility","accelerated_healing","durability","stealth","energy_absorption","flight","marksmanship","weapons_master","longevity","intelligence","super_strength","telepathy","energy_blasts","stamina","super_speed","teleportation","enhanced_senses","immortality","reflexes","invulnerability","force_fields","enhanced_hearing","n_poderes","uncommon_power","grupo"
"242","Genesis","Male","blue",NA,"Blond",185,"Marvel Comics","good",86,25.1,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"243","Ghost Rider","Male","red","Demon","No Hair",188,"Marvel Comics","good",99,28,"Sobrepeso","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",19,"TRUE","forte"
"244","Ghost Rider II",NA,NA,NA,NA,NA,"Marvel Comics","good",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"245","Giganta","Female","green",NA,"Red",175,"DC Comics","bad",106,30.225,"Obesidade III","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"246","Gladiator","Male","blue","Strontian","Blue",198,"Marvel Comics","neutral",106,30.225,"Obesidade III","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",15,"TRUE","forte"
"247","Goblin Queen","Female","green",NA,"Red",168,"Marvel Comics","bad",50,17.7,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"248","Godzilla",NA,NA,"Kaiju",NA,175,NA,"bad",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE",18,"TRUE","forte"
"249","Gog","Male",NA,NA,NA,NA,"DC Comics","bad",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"250","Goku","Male",NA,"Saiyan",NA,175,"Shueisha","good",62,20.2,"Peso normal","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",25,"TRUE","forte"
"251","Goliath IV","Male","brown",NA,"Black",183,"Marvel Comics","good",90,26.9,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"252","Gorilla Grodd","Male","yellow","Gorilla","Black",198,"DC Comics","bad",106,30.225,"Obesidade III","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",13,"TRUE","forte"
"253","Granny Goodness","Female","blue",NA,"White",178,"DC Comics","bad",115,36.3,"Obesidade II","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"254","Gravity","Male","blue","Human","Brown",178,"Marvel Comics","good",79,24.9,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",5,"TRUE","fraco"
"255","Greedo","Male","purple","Rodian",NA,170,"George Lucas","bad",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"256","Green Arrow","Male","green","Human","Blond",188,"DC Comics","good",88,24.9,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","intermediario"
"257","Green Goblin","Male","blue","Human","Auburn",180,"Marvel Comics","bad",83,25.6,"Sobrepeso","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",10,"TRUE","forte"
"258","Green Goblin II","Male","blue",NA,"Auburn",178,"Marvel Comics","bad",77,24.3,"Peso normal","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",8,"TRUE","forte"
"259","Green Goblin III","Male",NA,NA,NA,183,"Marvel Comics","good",88,26.3,"Sobrepeso","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"260","Green Goblin IV","Male","green",NA,"Brown",178,"Marvel Comics","good",79,24.9,"Peso normal","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"FALSE","fraco"
"261","Groot","Male","yellow","Flora Colossus",NA,189.5,"Marvel Comics","good",4,20.6,"Abaixo do peso","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",13,"TRUE","forte"
"262","Guy Gardner","Male","blue","Human-Vuldarian","Red",188,"DC Comics","good",95,26.9,"Sobrepeso","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",12,"TRUE","forte"
"263","Hal Jordan","Male","brown","Human","Brown",188,"DC Comics","good",90,25.5,"Sobrepeso","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",15,"TRUE","forte"
"264","Han Solo","Male","brown","Human","Brown",183,"George Lucas","good",79,23.6,"Peso normal","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"265","Hancock","Male","brown","Human","Black",188,"Sony Pictures","good",NA,NA,NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",11,"TRUE","forte"
"266","Harley Quinn","Female","blue","Human","Blond",170,"DC Comics","bad",63,21.8,"Peso normal","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",10,"TRUE","intermediario"
"267","Harry Potter","Male","green","Human","Black",NA,"J. K. Rowling","good",NA,NA,NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",18,"TRUE","forte"
"268","Havok","Male","blue","Mutant","Blond",183,"Marvel Comics","good",79,23.6,"Peso normal","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"269","Hawk","Male","red",NA,"Brown",185,"DC Comics","good",89,26,"Sobrepeso","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",7,"TRUE","forte"
"270","Hawkeye","Male","blue","Human","Blond",191,"Marvel Comics","good",104,28.5,"Sobrepeso","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","intermediario"
"271","Hawkeye II","Female","blue","Human","Black",165,"Marvel Comics","good",57,20.9,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"272","Hawkgirl","Female","green",NA,"Red",175,"DC Comics","good",61,19.9,"Peso normal","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",8,"TRUE","forte"
"273","Hawkman","Male","blue",NA,"Brown",185,"DC Comics","good",88,25.7,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"274","Heat Wave","Male","blue","Human","No Hair",180,"DC Comics","bad",81,25,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","fraco"
"275","Hela","Female","green","Asgardian","Black",189.5,"Marvel Comics","bad",106,30.225,"Obesidade III","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",16,"TRUE","forte"
"276","Hellboy","Male","gold","Demon","Black",189.5,"Dark Horse Comics","good",158,23.6,"Peso normal","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",13,"TRUE","forte"
"277","Hellcat","Female","blue","Human","Red",173,"Marvel Comics","good",61,20.4,"Peso normal","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","fraco"
"278","Hellstorm","Male","red",NA,"Red",185,"Marvel Comics","good",81,23.7,"Peso normal","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","fraco"
"279","Hercules","Male","blue","Demi-God","Brown",196,"Marvel Comics","good",146,38,"Obesidade II","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",8,"FALSE","forte"
"280","Hiro Nakamura","Male",NA,NA,NA,NA,"NBC - Heroes","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"281","Hit-Girl","Female",NA,"Human",NA,NA,"Icon Comics","good",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",6,"TRUE","intermediario"
"282","Hobgoblin","Male","blue",NA,"Grey",180,"Marvel Comics","bad",83,25.6,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",4,"FALSE","fraco"
"283","Hollow","Female","blue",NA,"Red",170,"Marvel Comics","good",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"284","Hope Summers","Female","green",NA,"Red",168,"Marvel Comics","good",48,17,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","fraco"
"285","Hulk","Male","green","Human / Radiation","Green",189.5,"Marvel Comics","good",106,30.225,"Obesidade III","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",18,"TRUE","forte"
"286","Human Torch","Male","blue","Human / Radiation","Blond",178,"Marvel Comics","good",77,24.3,"Peso normal","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",11,"TRUE","forte"
"287","Huntress","Female","blue",NA,"Black",180,"DC Comics","good",59,18.2,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"288","Husk","Female","blue","Mutant","Blond",170,"Marvel Comics","good",58,20.1,"Peso normal","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6,"TRUE","fraco"
"289","Hybrid","Male","brown","Symbiote","Black",175,"Marvel Comics","good",77,25.1,"Sobrepeso","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",22,"TRUE","forte"
"290","Hydro-Man","Male","brown",NA,"Brown",188,"Marvel Comics","bad",119,33.7,"Obesidade I","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",7,"TRUE","fraco"
"291","Hyperion","Male","blue","Eternal","Red",183,"Marvel Comics","good",106,30.225,"Obesidade III","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",18,"TRUE","forte"
"292","Iceman","Male","brown","Mutant","Brown",173,"Marvel Comics","good",65,21.7,"Peso normal","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",16,"TRUE","forte"
"293","Impulse","Male","yellow","Human","Auburn",170,"DC Comics","good",65,22.5,"Peso normal","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",12,"TRUE","forte"
"294","Indiana Jones","Male",NA,"Human",NA,183,"George Lucas","good",79,23.6,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",3,"FALSE","fraco"
"295","Indigo","Female",NA,"Alien","Purple",NA,"DC Comics","neutral",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",6,"TRUE","fraco"
"296","Ink","Male","blue","Mutant","No Hair",180,"Marvel Comics","good",81,25,"Sobrepeso","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7,"TRUE","fraco"
"297","Invisible Woman","Female","blue","Human / Radiation","Blond",168,"Marvel Comics","good",54,19.1,"Peso normal","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",7,"TRUE","fraco"
"298","Iron Fist","Male","blue","Human","Blond",180,"Marvel Comics","good",79,24.4,"Peso normal","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",21,"TRUE","forte"
"299","Iron Man","Male","blue","Human","Black",198,"Marvel Comics","good",106,30.225,"Obesidade III","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",21,"TRUE","forte"
"300","Iron Monger","Male","blue",NA,"No Hair",NA,"Marvel Comics","bad",2,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"301","Isis","Female",NA,NA,NA,NA,"DC Comics","good",NA,NA,NA,"FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10,"TRUE","forte"
"302","Jack of Hearts","Male","blue / white","Human","Brown",155,"Marvel Comics","good",79,32.9,"Obesidade I","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10,"TRUE","forte"
"303","Jack-Jack","Male","blue","Human","Brown",175,"Dark Horse Comics","good",14,27.8,"Sobrepeso","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",18,"TRUE","forte"
"304","James Bond","Male","blue","Human","Blond",183,"Titan Books","good",NA,NA,NA,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",7,"FALSE","intermediario"
"305","James T. Kirk","Male","hazel","Human","Brown",178,"Star Trek","good",77,24.3,"Peso normal","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"FALSE","intermediario"
"306","Jar Jar Binks","Male","yellow","Gungan",NA,193,"George Lucas","good",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4,"TRUE","fraco"
"307","Jason Bourne","Male",NA,"Human",NA,NA,NA,"good",NA,NA,NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",8,"FALSE","intermediario"
"308","Jean Grey","Female","green","Mutant","Red",168,"Marvel Comics","good",52,18.4,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",12,"TRUE","fraco"
"309","Jean-Luc Picard","Male",NA,"Human",NA,NA,"Star Trek","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"310","Jennifer Kale","Female","blue",NA,"Blond",168,"Marvel Comics","good",55,19.5,"Peso normal","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",3,"TRUE","fraco"
"311","Jessica Cruz","Female","green","Human","Brown",NA,"DC Comics","good",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",13,"TRUE","forte"
"312","Jessica Jones","Female","brown","Human","Brown",170,"Marvel Comics","good",56,19.4,"Peso normal","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"313","Jim Powell","Male",NA,NA,NA,NA,"ABC Studios","good",NA,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"314","JJ Powell","Male",NA,NA,NA,NA,"ABC Studios","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","fraco"
"315","Johann Krauss","Male",NA,NA,NA,NA,"Dark Horse Comics","good",NA,NA,NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2,"TRUE","fraco"
"316","John Constantine","Male","blue","Human","Blond",183,"DC Comics","good",NA,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5,"TRUE","fraco"
"317","John Stewart","Male","green","Human","Black",185,"DC Comics","good",90,26.3,"Sobrepeso","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",14,"TRUE","forte"
"318","John Wraith","Male","brown",NA,"Black",183,"Marvel Comics","good",88,26.3,"Sobrepeso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
"319","Joker","Male","green","Human","Green",196,"DC Comics","bad",86,22.4,"Peso normal","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8,"TRUE","intermediario"
"320","Jolt","Female","blue",NA,"Black",165,"Marvel Comics","good",49,18,"Abaixo do peso","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",4,"FALSE","fraco"
"321","Jubilee","Female","red","Mutant","Black",165,"Marvel Comics","good",52,19.1,"Peso normal","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3,"TRUE","fraco"
